Codice provincia;Codice comune;Denominazione comune;Agricoltura;Industria in senso stretto;Costruzioni;Commercio;Turismo;Altri servizi;Imprese non classificate;Totale imprese
004;008;BAGNASCO;14;1;2;6;3;4;0;30
004;009;BAGNOLO PIEMONTE;128;17;5;37;8;31;3;229
004;010;BALDISSERO D'ALBA;22;0;3;4;2;7;1;39
004;011;BARBARESCO;20;0;0;3;8;4;1;36
004;012;BARGE;178;16;7;42;16;46;3;308
004;013;BAROLO;13;2;1;4;4;3;2;29
004;014;BASTIA MONDOVI';15;0;0;2;2;1;0;20
004;015;BATTIFOLLO;15;1;0;1;1;0;0;18
004;016;BEINETTE;17;6;1;29;8;17;5;83
004;017;BELLINO;7;0;0;1;0;0;0;8
004;018;BELVEDERE LANGHE;9;3;0;0;1;2;0;15
004;019;BENE VAGIENNA;50;3;1;25;6;26;5;116
004;020;BENEVELLO;8;1;0;1;0;1;0;11
004;021;BERGOLO;4;0;0;1;0;0;0;5
004;022;BERNEZZO;72;7;1;19;5;26;1;131
004;023;BONVICINO;10;3;0;0;1;1;2;17
004;024;BORGOMALE;23;0;0;0;1;2;0;26
004;025;BORGO SAN DALMAZZO;30;24;15;82;23;87;7;268
004;026;BOSIA;6;1;1;1;0;1;0;10
004;027;BOSSOLASCO;10;0;0;4;1;4;1;20
004;028;BOVES;119;15;6;49;13;54;3;259
004;029;BRA;50;59;32;196;45;229;16;627
004;030;BRIAGLIA;7;0;0;0;1;1;0;9
004;031;BRIGA ALTA;0;0;0;0;2;0;1;3
004;032;BRONDELLO;12;0;1;1;0;0;0;14
004;033;BROSSASCO;20;1;0;5;3;5;1;35
004;034;BUSCA;158;20;7;73;17;64;2;341
004;035;CAMERANA;40;1;0;1;1;4;1;48
004;036;CAMO;15;1;0;0;0;0;1;17
004;037;CANALE;23;11;5;44;10;40;1;134
004;038;CANOSIO;2;0;0;0;2;0;0;4
004;039;CAPRAUNA;5;0;0;1;0;0;0;6
004;040;CARAGLIO;106;11;5;44;13;42;7;228
004;041;CARAMAGNA PIEMONTE;18;12;2;24;6;24;0;86
004;042;CARDE';17;2;2;10;0;4;2;37
004;043;CARRU';34;11;5;50;7;27;1;135
004;044;CARTIGNANO;10;0;0;1;2;0;0;13
004;045;CASALGRASSO;17;5;3;9;1;15;2;52
004;046;CASTAGNITO;18;4;2;12;5;14;3;58
004;047;CASTELDELFINO;5;0;0;1;0;3;0;9
004;048;CASTELLAR;10;0;1;1;2;3;0;17
004;049;CASTELLETTO STURA;26;3;2;6;2;6;0;45
004;050;CASTELLETTO UZZONE;12;2;0;1;0;0;0;15
004;051;CASTELLINALDO;20;2;0;4;4;7;0;37
004;052;CASTELLINO TANARO;13;0;1;0;1;2;1;18
004;053;CASTELMAGNO;3;0;0;0;2;0;0;5
004;054;CASTELNUOVO DI CEVA;5;0;0;0;1;0;0;6
004;055;CASTIGLIONE FALLETTO;11;1;0;4;6;5;0;27
004;056;CASTIGLIONE TINELLA;32;0;0;5;1;3;1;42
004;057;CASTINO;17;1;0;4;1;1;1;25
004;058;CAVALLERLEONE;6;1;0;4;0;4;0;15
004;059;CAVALLERMAGGIORE;43;7;4;23;8;21;4;110
004;060;CELLE DI MACRA;4;0;0;1;1;1;0;7
004;061;CENTALLO;65;8;10;34;10;46;5;178
004;062;CERESOLE D'ALBA;26;2;2;11;2;12;0;55
004;063;CERRETTO LANGHE;16;1;0;0;3;1;0;21
004;064;CERVASCA;70;3;2;17;4;16;1;113
004;065;CERVERE;22;0;2;18;5;11;1;59
004;066;CEVA;46;12;12;53;13;54;4;194
004;067;CHERASCO;70;17;14;58;17;54;7;237
004;068;CHIUSA DI PESIO;59;2;3;18;8;21;2;113
004;069;CIGLIE';13;0;0;1;0;1;0;15
004;070;CISSONE;5;0;0;1;2;0;0;8
004;071;CLAVESANA;29;0;0;4;2;3;1;39
004;072;CORNELIANO D'ALBA;7;5;0;14;3;7;0;36
004;073;CORTEMILIA;44;6;2;28;4;24;1;109
004;074;COSSANO BELBO;54;2;0;5;3;4;2;70
004;075;COSTIGLIOLE SALUZZO;45;8;3;22;8;17;2;105
004;076;CRAVANZANA;26;1;0;1;0;2;0;30
004;077;CRISSOLO;6;0;0;2;4;2;0;14
